paper,q,marks,primary_type,cross_types,qp_main_start,ms_page,equivalent_ms,mastery
9702_w24_41,4(b)(iv),4,S02,,507,511,,未学
9702_w24_41,5(a),2,E04,,509,512,,未学
9702_w24_41,5(b),3,E03,,509,512,,未学
9702_w24_41,5(c)(i),2,E04,,509,512,,未学
9702_w24_41,5(c)(ii),1,E03,,509,512,,未学
9702_w24_41,5(c)(iii),2,E03,,509,512,,未学
9702_w24_41,6(a)(i),1,A03,,511,513,,未学
9702_w24_41,6(a)(ii),2,A03,,511,513,,未学
9702_w24_41,6(b)(i),2,A03,,511,513,,未学
9702_w24_41,6(b)(ii),1,A04,,511,513,,未学
9702_w24_41,6(c)(i),2,D03,,511,513,,未学
9702_w24_41,6(c)(ii),3,D05,A04,511,513,,未学
9702_w24_41,7(a),2,B02,,513,514,,未学
9702_w24_41,7(b),3,B01,,513,514,,未学
9702_w24_41,7(c)(i),2,B02,,513,514,,未学
9702_w24_41,7(c)(ii),1,B02,,513,514,,未学
9702_w24_41,7(c)(iii),2,B02,,513,514,,未学
9702_w24_41,7(c)(iv),1,B02,,513,514,,未学
9702_w24_41,8(a),1,Q02,,515,515,,未学
9702_w24_41,8(b)(i),2,Q02,,515,515,,未学
9702_w24_41,8(b)(ii),3,Q02,,515,515,,未学
9702_w24_41,8(c),3,Q02,,515,515,,未学
9702_w24_41,9(a)(i),1,N05,,518,516,,未学
9702_w24_41,9(a)(ii),1,N04,,518,516,,未学
9702_w24_41,9(a)(iii),3,N04,,518,516,,未学
9702_w24_41,9(b)(i),3,M06,,518,516,,未学
9702_w24_41,9(b)(ii),2,M06,,518,516,,未学
9702_w24_41,10(a),3,Z05,,519,517,,未学
9702_w24_41,10(b)(i),2,Z01,,519,517,,未学
9702_w24_41,10(b)(ii),2,Z04,,519,517,,未学
9702_w24_41,10(c)(i),2,Z05,,519,517,,未学
9702_w24_41,10(c)(ii),1,Z05,,519,517,,未学
9702_w24_42,1(a)(i),2,C03,,525,522,,未学
9702_w24_42,1(a)(ii),2,C04,,525,522,,未学
9702_w24_42,1(b)(i),2,I03,,525,522,,未学
9702_w24_42,1(b)(ii),1,C02,,525,522,,未学
9702_w24_42,1(b)(iii),3,I01,,525,522,,未学
9702_w24_42,1(b)(iv),2,I02,,525,522,,未学
9702_w24_42,1(b)(v),1,I03,,525,522,,未学
9702_w24_42,2(a),1,G01,,527,523,,未学
9702_w24_42,2(b)(i),2,G01,,527,523,,未学
9702_w24_42,2(b)(ii),2,G04,,527,523,,未学
9702_w24_42,2(c)(i),3,Z01,G01,527,523,,未学
9702_w24_42,2(c)(ii),2,Z01,,527,523,,未学
9702_w24_42,2(c)(iii),2,Z02,,527,523,,未学
9702_w24_42,3(a),2,T04,,529,524,,未学
9702_w24_42,3(b)(i),2,H02,,529,524,,未学
9702_w24_42,3(b)(ii),2,H02,,529,524,,未学
9702_w24_42,3(b)(iii),2,T04,,529,524,,未学
9702_w24_42,3(c),3,T04,H01,529,524,,未学
9702_w24_42,4(a),3,K03,,531,525,,未学
9702_w24_42,4(b),3,K03,,531,525,,未学
9702_w24_42,4(c),3,K03,K02,531,525,,未学
9702_w24_42,5(a),1,S02,,533,526,,未学
9702_w24_42,5(b)(i),1,S02,,533,526,,未学
9702_w24_42,5(b)(ii),2,S02,,533,526,,未学
9702_w24_42,5(b)(iii),2,S03,,533,526,,未学
9702_w24_42,5(c),3,S03,,533,526,,未学
9702_w24_42,6(a),2,E02,,535,527,,未学
9702_w24_42,6(b),3,E01,,535,527,,未学
9702_w24_42,6(c)(i),1,E01,,535,527,,未学
9702_w24_42,6(c)(ii),3,E03,,535,527,,未学
9702_w24_42,6(c)(iii),1,E01,,535,527,,未学
9702_w24_42,7(a),2,D01,,537,528,,未学
9702_w24_42,7(b)(i),2,D01,,537,528,,未学
9702_w24_42,7(b)(ii),2,D03,,537,528,,未学
9702_w24_42,7(c)(i),3,D04,,537,528,,未学
9702_w24_42,7(c)(ii),1,D04,,537,528,,未学
9702_w24_42,8(a),1,A01,,539,529,,未学
9702_w24_42,8(b)(i),1,A01,,539,529,,未学
9702_w24_42,8(b)(ii),3,A01,,539,529,,未学
9702_w24_42,8(b)(iii),1,A02,,539,529,,未学
9702_w24_42,8(c),3,A02,,539,529,,未学
9702_w24_42,9(a),1,Q03,,541,530,,未学
9702_w24_42,9(b),3,Q04,,541,530,,未学
9702_w24_42,9(c),2,Q04,,541,530,,未学
9702_w24_42,9(d)(i),2,Q04,,541,530,,未学
9702_w24_42,9(d)(ii),1,Q04,,541,530,,未学
9702_w24_42,10(a)(i),1,N03,,544,531,,未学
9702_w24_42,10(a)(ii),1,N03,,544,531,,未学
9702_w24_42,10(a)(iii),1,N03,,544,531,,未学
9702_w24_42,10(b)(i),3,N02,,544,531,,未学
9702_w24_42,10(b)(ii),2,N02,,544,531,,未学
9702_w24_43,1(a),2,G01,,549,537,9702_w24_41:1(a),未学
9702_w24_43,1(b)(i),2,C05,G05,549,537,9702_w24_41:1(b)(i),未学
9702_w24_43,1(b)(ii),3,G05,,549,537,9702_w24_41:1(b)(ii),未学
9702_w24_43,1(b)(iii),5,G05,,549,537,9702_w24_41:1(b)(iii),未学
9702_w24_43,2(a),2,T03,,551,538,9702_w24_41:2(a),未学
9702_w24_43,2(b)(i),3,T03,,551,538,9702_w24_41:2(b)(i),未学
9702_w24_43,2(b)(ii),3,T03,,551,538,9702_w24_41:2(b)(ii),未学
9702_w24_43,3(a)(i),1,K02,,553,539,9702_w24_41:3(a)(i),未学
9702_w24_43,3(a)(ii),1,K02,,553,539,9702_w24_41:3(a)(ii),未学
9702_w24_43,3(b)(i),4,K01,K04+H01,553,539,9702_w24_41:3(b)(i),未学
9702_w24_43,3(b)(ii),2,K04,,553,539,9702_w24_41:3(b)(ii),未学
9702_w24_43,4(a),2,S01,,555,540,9702_w24_41:4(a),未学
9702_w24_43,4(b)(i),1,S02,,555,540,9702_w24_41:4(b)(i),未学
9702_w24_43,4(b)(ii),2,S02,,555,540,9702_w24_41:4(b)(ii),未学
9702_w24_43,4(b)(iii),2,S02,,555,540,9702_w24_41:4(b)(iii),未学
9702_w24_43,4(b)(iv),4,S02,,555,540,9702_w24_41:4(b)(iv),未学
9702_w24_43,5(a),2,E04,,557,541,9702_w24_41:5(a),未学
9702_w24_43,5(b),3,E03,,557,541,9702_w24_41:5(b),未学
9702_w24_43,5(c)(i),2,E04,,557,541,9702_w24_41:5(c)(i),未学
9702_w24_43,5(c)(ii),1,E03,,557,541,9702_w24_41:5(c)(ii),未学
9702_w24_43,5(c)(iii),2,E03,,557,541,9702_w24_41:5(c)(iii),未学
9702_w24_43,6(a)(i),1,A03,,559,542,9702_w24_41:6(a)(i),未学
9702_w24_43,6(a)(ii),2,A03,,559,542,9702_w24_41:6(a)(ii),未学
9702_w24_43,6(b)(i),2,A03,,559,542,9702_w24_41:6(b)(i),未学
9702_w24_43,6(b)(ii),1,A04,,559,542,9702_w24_41:6(b)(ii),未学
9702_w24_43,6(c)(i),2,D03,,559,542,9702_w24_41:6(c)(i),未学
9702_w24_43,6(c)(ii),3,D05,A04,559,542,9702_w24_41:6(c)(ii),未学
9702_w24_43,7(a),2,B02,,561,543,9702_w24_41:7(a),未学
9702_w24_43,7(b),3,B01,,561,543,9702_w24_41:7(b),未学
9702_w24_43,7(c)(i),2,B02,,561,543,9702_w24_41:7(c)(i),未学
9702_w24_43,7(c)(ii),1,B02,,561,543,9702_w24_41:7(c)(ii),未学
9702_w24_43,7(c)(iii),2,B02,,561,543,9702_w24_41:7(c)(iii),未学
9702_w24_43,7(c)(iv),1,B02,,561,543,9702_w24_41:7(c)(iv),未学
9702_w24_43,8(a),1,Q02,,563,544,9702_w24_41:8(a),未学
9702_w24_43,8(b)(i),2,Q02,,563,544,9702_w24_41:8(b)(i),未学
9702_w24_43,8(b)(ii),3,Q02,,563,544,9702_w24_41:8(b)(ii),未学
9702_w24_43,8(c),3,Q02,,563,544,9702_w24_41:8(c),未学
9702_w24_43,9(a)(i),1,N05,,566,545,9702_w24_41:9(a)(i),未学
9702_w24_43,9(a)(ii),1,N04,,566,545,9702_w24_41:9(a)(ii),未学
9702_w24_43,9(a)(iii),3,N04,,566,545,9702_w24_41:9(a)(iii),未学
9702_w24_43,9(b)(i),3,M06,,566,545,9702_w24_41:9(b)(i),未学
9702_w24_43,9(b)(ii),2,M06,,566,545,9702_w24_41:9(b)(ii),未学
9702_w24_43,10(a),3,Z05,,567,546,9702_w24_41:10(a),未学
9702_w24_43,10(b)(i),2,Z01,,567,546,9702_w24_41:10(b)(i),未学
9702_w24_43,10(b)(ii),2,Z04,,567,546,9702_w24_41:10(b)(ii),未学
9702_w24_43,10(c)(i),2,Z05,,567,546,9702_w24_41:10(c)(i),未学
9702_w24_43,10(c)(ii),1,Z05,,567,546,9702_w24_41:10(c)(ii),未学
9702_w25_41,1(a),2,C05,,693,586,,未学
9702_w25_41,1(b)(i),1,C03,,693,586,,未学
9702_w25_41,1(b)(ii),2,C04,,693,586,,未学
9702_w25_41,1(c)(i),1,C10,,693,586,,未学
9702_w25_41,1(c)(ii),1,C02,,693,586,,未学
9702_w25_41,1(c)(iii),1,C10,,693,586,,未学
9702_w25_41,1(c)(iv),1,C10,,693,586,,未学
9702_w25_41,1(d)(i),1,C10,,693,586,,未学
9702_w25_41,1(d)(ii),2,C02,,693,586,,未学
9702_w25_41,1(d)(iii),2,C10,,693,587,,未学
9702_w25_41,1(e),1,C10,,693,587,,未学
9702_w25_41,2(a),2,H02,,696,587,,未学
9702_w25_41,2(b)(i),3,H02,,696,587,,未学
9702_w25_41,2(b)(ii),3,H01,,696,587,,未学
9702_w25_41,3(a),1,G01,,697,588,,未学
9702_w25_41,3(b)(i),2,G01,,697,588,,未学
9702_w25_41,3(b)(ii),1,G01,,697,588,,未学
9702_w25_41,3(b)(iii),2,G01,,697,588,,未学
9702_w25_41,3(c),3,G02,,697,588,,未学
9702_w25_41,4(a)(i),1,T01,,699,589,,未学
9702_w25_41,4(a)(ii),1,T01,,699,589,,未学
9702_w25_41,4(b)(i),1,K01,,699,589,,未学
9702_w25_41,4(b)(ii),2,K02,,699,589,,未学
9702_w25_41,4(b)(iii),1,K02,,699,589,,未学
9702_w25_41,4(c),4,K04,,699,589,,未学
9702_w25_41,5(a),2,E04,,701,590,,未学
9702_w25_41,5(b)(i),2,E04,,701,590,,未学
9702_w25_41,5(b)(ii),2,E04,,701,590,,未学
9702_w25_41,5(b)(iii),1,E04,,701,590,,未学
9702_w25_41,5(b)(iv),3,E04,,701,590,,未学
9702_w25_41,6(a),4,D02,,703,591,,未学
9702_w25_41,6(b)(i),2,D03,,703,591,,未学
9702_w25_41,6(b)(ii),2,D01,,703,591,,未学
9702_w25_41,6(b)(iii),3,D04,,703,591,,未学
9702_w25_41,7(a),2,I02,,705,592,,未学
9702_w25_41,7(b)(i),2,I02,,705,592,,未学
9702_w25_41,7(b)(ii),2,I01,,705,592,,未学
9702_w25_41,7(b)(iii),2,I02,,705,592,,未学
9702_w25_41,7(b)(iv),3,I03,,705,592,,未学
9702_w25_41,8(a),2,Q01,,707,593,,未学
9702_w25_41,8(b)(i),3,N01,,707,593,,未学
9702_w25_41,8(b)(ii),3,Q01,N06,707,593,,未学
9702_w25_41,8(b)(iii),1,N06,,707,593,,未学
9702_w25_41,8(c),2,N05,,707,593,,未学
9702_w25_41,9(a),2,Z03,,709,594,,未学
9702_w25_41,9(b),3,Z03,Z02,709,594,,未学
9702_w25_41,9(c),2,Z04,,709,594,,未学
9702_w25_41,10(a),2,M05,,711,595,,未学
9702_w25_41,10(b),2,M04,,711,595,,未学
9702_w25_41,10(c)(i),2,M05,,711,595,,未学
9702_w25_41,10(c)(ii),2,M05,,711,595,,未学
9702_w25_42,1(a)(i),1,C03,,717,603,,未学
9702_w25_42,1(a)(ii),3,C03,,717,603,,未学
9702_w25_42,1(b)(i),2,C08,,717,603,,未学
9702_w25_42,1(b)(ii),1,C05,,717,603,,未学
9702_w25_42,1(b)(iii),2,C08,,717,603,,未学
9702_w25_42,2(a),2,G01,,719,604,,未学
9702_w25_42,2(b),2,K03,,719,604,,未学
9702_w25_42,2(c)(i),2,K01,,719,604,,未学
9702_w25_42,2(c)(ii),2,K02,,719,604,,未学
9702_w25_42,2(d)(i),2,G01,,719,604,,未学
9702_w25_42,2(d)(ii),1,K03,G01,719,604,,未学
9702_w25_42,3(a),2,T01,,721,605,,未学
9702_w25_42,3(b)(i),1,T02,,721,605,,未学
9702_w25_42,3(b)(ii),2,T02,,721,605,,未学
9702_w25_42,3(b)(iii),1,T02,,721,605,,未学
9702_w25_42,3(b)(iv),3,T02,,721,606,,未学
9702_w25_42,4(a),2,H02,,723,606,,未学
9702_w25_42,4(b)(i),1,H01,,723,606,,未学
9702_w25_42,4(b)(ii),2,H01,,723,606,,未学
9702_w25_42,4(c)(i),1,H02,,723,606,,未学
9702_w25_42,4(c)(ii),1,H02,,723,606,,未学
9702_w25_42,4(d),3,H03,,723,606,,未学
9702_w25_42,5(a)(i),2,S01,,725,607,,未学
9702_w25_42,5(a)(ii),3,S01,,725,607,,未学
9702_w25_42,5(b)(i),2,S04,,725,607,,未学
9702_w25_42,5(b)(ii),3,S04,,725,607,,未学
9702_w25_42,6(a),1,E01,,727,608,,未学
9702_w25_42,6(b)(i),2,E01,,727,608,,未学
9702_w25_42,6(b)(ii),2,D01,,727,608,,未学
9702_w25_42,6(b)(iii),2,E04,,727,608,,未学
9702_w25_42,6(b)(iv),2,E03,,727,608,,未学
9702_w25_42,6(c),2,D05,,727,608,,未学
9702_w25_42,7(a)(i),1,A01,,729,609,,未学
9702_w25_42,7(a)(ii),1,A02,,729,609,,未学
9702_w25_42,7(b),3,A01,,729,609,,未学
9702_w25_42,7(c),3,A03,A02,729,609,,未学
9702_w25_42,8(a),3,Q05,,731,610,,未学
9702_w25_42,8(b)(i),1,Q05,,731,610,,未学
9702_w25_42,8(b)(ii),2,Q05,,731,610,,未学
9702_w25_42,8(b)(iii),4,Q05,,731,610,,未学
9702_w25_42,9(a),2,N01,,733,611,,未学
9702_w25_42,9(b),4,N06,,733,611,,未学
9702_w25_42,9(c)(i),2,N06,,733,611,,未学
9702_w25_42,9(c)(ii),2,Z02,,733,611,,未学
9702_w25_42,9(d),3,Z01,,733,611,,未学
9702_w25_42,10(a),1,M02,,735,612,,未学
9702_w25_42,10(b)(i),1,M02,,735,612,,未学
9702_w25_42,10(b)(ii),3,M02,,735,612,,未学
9702_w25_42,10(b)(iii),1,M02,,735,612,,未学
9702_w25_42,10(c),3,M03,,735,612,,未学
9702_w25_43,1(a),2,C05,,741,620,9702_w25_41:1(a),未学
9702_w25_43,1(b)(i),1,C03,,741,620,9702_w25_41:1(b)(i),未学
9702_w25_43,1(b)(ii),2,C04,,741,620,9702_w25_41:1(b)(ii),未学
9702_w25_43,1(c)(i),1,C10,,741,620,9702_w25_41:1(c)(i),未学
9702_w25_43,1(c)(ii),1,C02,,741,620,9702_w25_41:1(c)(ii),未学
9702_w25_43,1(c)(iii),1,C10,,741,620,9702_w25_41:1(c)(iii),未学
9702_w25_43,1(c)(iv),1,C10,,741,620,9702_w25_41:1(c)(iv),未学
9702_w25_43,1(d)(i),1,C10,,741,620,9702_w25_41:1(d)(i),未学
9702_w25_43,1(d)(ii),2,C02,,741,620,9702_w25_41:1(d)(ii),未学
9702_w25_43,1(d)(iii),2,C10,,741,621,9702_w25_41:1(d)(iii),未学
9702_w25_43,1(e),1,C10,,741,621,9702_w25_41:1(e),未学
9702_w25_43,2(a),2,H02,,744,621,9702_w25_41:2(a),未学
9702_w25_43,2(b)(i),3,H02,,744,621,9702_w25_41:2(b)(i),未学
9702_w25_43,2(b)(ii),3,H01,,744,621,9702_w25_41:2(b)(ii),未学
9702_w25_43,3(a),1,G01,,745,622,9702_w25_41:3(a),未学
9702_w25_43,3(b)(i),2,G01,,745,622,9702_w25_41:3(b)(i),未学
9702_w25_43,3(b)(ii),1,G01,,745,622,9702_w25_41:3(b)(ii),未学
9702_w25_43,3(b)(iii),2,G01,,745,622,9702_w25_41:3(b)(iii),未学
9702_w25_43,3(c),3,G02,,745,622,9702_w25_41:3(c),未学
9702_w25_43,4(a)(i),1,T01,,747,623,9702_w25_41:4(a)(i),未学
9702_w25_43,4(a)(ii),1,T01,,747,623,9702_w25_41:4(a)(ii),未学
9702_w25_43,4(b)(i),1,K01,,747,623,9702_w25_41:4(b)(i),未学
9702_w25_43,4(b)(ii),2,K02,,747,623,9702_w25_41:4(b)(ii),未学
9702_w25_43,4(b)(iii),1,K02,,747,623,9702_w25_41:4(b)(iii),未学
9702_w25_43,4(c),4,K04,,747,623,9702_w25_41:4(c),未学
9702_w25_43,5(a),2,E04,,749,624,9702_w25_41:5(a),未学
9702_w25_43,5(b)(i),2,E04,,749,624,9702_w25_41:5(b)(i),未学
9702_w25_43,5(b)(ii),2,E04,,749,624,9702_w25_41:5(b)(ii),未学
9702_w25_43,5(b)(iii),1,E04,,749,624,9702_w25_41:5(b)(iii),未学
9702_w25_43,5(b)(iv),3,E04,,749,624,9702_w25_41:5(b)(iv),未学
9702_w25_43,6(a),4,D02,,751,625,9702_w25_41:6(a),未学
9702_w25_43,6(b)(i),2,D03,,751,625,9702_w25_41:6(b)(i),未学
9702_w25_43,6(b)(ii),2,D01,,751,625,9702_w25_41:6(b)(ii),未学
9702_w25_43,6(b)(iii),3,D04,,751,625,9702_w25_41:6(b)(iii),未学
9702_w25_43,7(a),2,I02,,753,626,9702_w25_41:7(a),未学
9702_w25_43,7(b)(i),2,I02,,753,626,9702_w25_41:7(b)(i),未学
9702_w25_43,7(b)(ii),2,I01,,753,626,9702_w25_41:7(b)(ii),未学
9702_w25_43,7(b)(iii),2,I02,,753,626,9702_w25_41:7(b)(iii),未学
9702_w25_43,7(b)(iv),3,I03,,753,626,9702_w25_41:7(b)(iv),未学
9702_w25_43,8(a),2,Q01,,755,627,9702_w25_41:8(a),未学
9702_w25_43,8(b)(i),3,N01,,755,627,9702_w25_41:8(b)(i),未学
9702_w25_43,8(b)(ii),3,Q01,N06,755,627,9702_w25_41:8(b)(ii),未学
9702_w25_43,8(b)(iii),1,N06,,755,627,9702_w25_41:8(b)(iii),未学
9702_w25_43,8(c),2,N05,,755,627,9702_w25_41:8(c),未学
9702_w25_43,9(a),2,Z03,,757,628,9702_w25_41:9(a),未学
9702_w25_43,9(b),3,Z03,Z02,757,628,9702_w25_41:9(b),未学
9702_w25_43,9(c),2,Z04,,757,628,9702_w25_41:9(c),未学
9702_w25_43,10(a),2,M05,,759,629,9702_w25_41:10(a),未学
9702_w25_43,10(b),2,M04,,759,629,9702_w25_41:10(b),未学
9702_w25_43,10(c)(i),2,M05,,759,629,9702_w25_41:10(c)(i),未学
9702_w25_43,10(c)(ii),2,M05,,759,629,9702_w25_41:10(c)(ii),未学
